33111
42611 0
29 0 1
12 0 2
466 0 3
1 0 3 2
151 0 4
12005 1
1 1 0
14 1 3
12 1 4
2 2
5678 3
4 3 0
16 3 1
3 3 4
6817 4
3 4 2
16 4 3
