32289
17144 0
8 0 1
13 0 2
36 0 3
110 0 4
4595 1
5 1 0
2 1 2
20 1 3
7 1 4
3 2
7584 3
7 3 0
10 3 1
376 3 4
38401 4
74 4 0
21 4 1
10 4 2
226 4 3
