46405 0
285 0 1
61 0 1 3
4 0 1 4
5474 0 2
88 0 2 3
111 0 2 4
34423 0 3
26 0 3 1
204 0 3 2
577 0 3 4
11308 0 4
8 0 4 1
50 0 4 2
1187 0 4 3
1 0 4 3 1
