14115
50200 0
34 0 1
122 0 2
2 0 2 3
196 0 3
217 0 4
11871 1
9 1 0
2 1 2
28 1 3
40 1 4
2580 3
1 3 0
1 3 1
1 3 4
20780 4
1 4 0
20 4 1
1 4 2
179 4 3
