3
87249 0
68 0 1
4 0 1 4
342 0 2
1 0 2 3
1 0 2 4
9744 0 3
2 0 3 1
9 0 3 2
195 0 3 4
2689 0 4
1 0 4 1
95 0 4 3
7 4
