1202 1
263 1 0
23 1 0 3
8 1 0 4
87 1 2
1 1 2 3
47 1 2 4
96500 1 3
51 1 3 0
51 1 3 2
1 1 3 2 4
2007 1 3 4
1030 1 4
2 1 4 0
2 1 4 2
18 1 4 3
