292 1
71 1 0
15 1 0 3
9 1 0 4
19 1 2
1 1 2 3
9 1 2 4
95960 1 3
48 1 3 0
39 1 3 2
2 1 3 2 4
3200 1 3 4
329 1 4
5 1 4 2
1 1 4 2 3
12 1 4 3
