2
60970 1
1227 1 0
25 1 0 3
4 1 0 3 2
1 1 0 3 4
59 1 0 4
1950 1 2
4 1 2 0
308 1 2 3
1 1 2 3 4
21 1 2 4
23900 1 3
19 1 3 0
41 1 3 2
162 1 3 4
11449 1 4
20 1 4 0
52 1 4 2
206 1 4 3
