3
87637 0
105 0 1
446 0 2
7 0 2 3
3 0 2 4
8211 0 3
4 0 3 1
14 0 3 2
251 0 3 4
3806 0 4
6 0 4 1
90 0 4 2
29 0 4 3
16 4
