14966
6002 0
11 0 2
6 0 3
22 0 4
75353 1
54 1 0
2 1 0 4
24 1 2
4 1 2 3
266 1 3
1 1 3 4
291 1 4
455 3
2 3 0
10 3 4
3582 4
1 4 2
2 4 3
