14252
65146 0
13 0 1
80 0 2
356 0 3
1 0 3 1
355 0 4
4 0 4 1
2 0 4 2
2 0 4 3
4374 1
30 1 3
36 1 4
649 3
1 3 1
2 3 4
16183 4
14 4 0
3 4 1
15 4 2
104 4 3
