1
88273 0
65 0 1
1 0 1 3
688 0 2
3 0 2 3
3 0 2 4
6449 0 3
2 0 3 1
7 0 3 2
83 0 3 4
4549 0 4
3 0 4 1
20 0 4 2
1 0 4 2 3
548 0 4 3
19 4
