1554
1698 0
1 0 1
11 0 3
36 0 4
1 0 4 3
79650 1
48 1 0
1 1 0 2
111 1 2
1359 1 3
7 1 3 4
1339 1 4
3 1 4 3
355 3
1 3 4
14069 4
5 4 0
20 4 1
20 4 2
187 4 3
