2
83506 1
410 1 0
8 1 0 2
4 1 0 3
9 1 0 4
236 1 2
1 1 2 3
10248 1 3
4 1 3 0
5 1 3 2
67 1 3 4
4044 1 4
1 1 4 0
3 1 4 2
21 1 4 3
2 3
320 4
1815 4 0
1 4 0 2
624 4 0 3
3 4 3
