47963 0
36 0 1
2670 0 2
4 0 2 1
30 0 2 3
12 0 2 4
35200 0 3
17 0 3 1
37 0 3 2
731 0 3 4
1 0 3 4 2
9382 0 4
6 0 4 1
23 0 4 2
4650 0 4 3
4 0 4 3 1
7 0 4 3 2
