5463
44262 0
37 0 1
47 0 2
2 0 2 4
565 0 3
217 0 4
31424 1
17 1 0
17 1 2
226 1 3
1 1 3 0
1 1 3 4
325 1 4
662 3
3 3 4
16962 4
3 4 0
108 4 1
4 4 2
134 4 3
