46618 0
49 0 1
1 0 1 4
4444 0 2
14 0 2 1
33 0 2 3
92 0 2 4
15956 0 3
12 0 3 1
21 0 3 2
727 0 3 4
1600 0 4
1 0 4 1
7 0 4 3
17101 1
131 1 0
4 1 0 3
3 1 0 4
1078 1 2
49 1 2 3
19 1 2 4
9638 1 3
14 1 3 0
6 1 3 2
88 1 3 4
2890 1 4
8 1 4 2
42 1 4 3
