33820
30360 0
14 0 1
13 0 2
70 0 3
218 0 4
1 0 4 3
19314 1
10 1 0
10 1 2
61 1 3
59 1 4
3 2
1209 3
43 3 4
16570 4
9 4 0
1 4 2
89 4 3
