32
13 0
89217 1
237 1 0
1 1 0 3
2 1 0 4
282 1 2
1 1 2 0
1 1 2 3
1 1 2 4
8152 1 3
2 1 3 0
8 1 3 2
58 1 3 4
2172 1 4
2 1 4 0
1 1 4 2
13 1 4 3
4 3
120 4
1 4 1
