85921
6 0
1901 1
7 1 0
1 1 0 2
5 1 2
10 1 3
12 1 4
2 2
1511 3
1 3 0
1 3 1
1 3 2
1 3 4
10958 4
13 4 0
2 4 1
6 4 2
48 4 3
