11824 1
37 1 0
1477 1 2
1 1 2 0
17 1 2 3
24 1 2 4
77502 1 3
98 1 3 0
107 1 3 2
790 1 3 4
1 1 3 4 0
1 1 3 4 2
7961 1 4
38 1 4 0
55 1 4 2
3 1 4 2 3
601 1 4 3
