13498
15936 0
15 0 1
61 0 2
2 0 2 4
68 0 3
254 0 4
1 0 4 3
952 1
1 1 2
1 1 3
5 1 4
3955 3
14 3 1
3 3 2
62 3 4
64727 4
32 4 0
33 4 1
31 4 2
1542 4 3
1 4 3 2
