1
86092 0
297 0 1
17 0 1 3
1 0 1 4
1095 0 2
8 0 2 3
15 0 2 4
7004 0 3
2 0 3 1
18 0 3 2
55 0 3 4
5830 0 4
3 0 4 1
10 0 4 2
195 0 4 3
2 0 4 3 1
1 4
