32576
9094 0
23 0 1
5 0 2
57 0 3
1 0 3 4
30 0 4
5015 1
29 1 3
32 1 4
4 2
3882 3
23 3 1
5 3 2
6 3 4
50275 4
31 4 0
91 4 1
8 4 2
727 4 3
