49379 0
95 0 1
7707 0 2
11 0 2 1
158 0 2 3
440 0 2 4
35063 0 3
41 0 3 1
147 0 3 2
595 0 3 4
1 0 3 4 1
6284 0 4
22 0 4 1
3 0 4 2
165 0 4 3
