41587 0
33 0 1
33510 0 2
73 0 2 1
2981 0 2 3
3 0 2 3 1
30 0 2 3 4
664 0 2 4
81 0 2 4 3
15723 0 3
12 0 3 1
8 0 3 2
254 0 3 4
5096 0 4
15 0 4 1
1 0 4 2
556 0 4 3
