73075 0
360 0 1
41 0 1 3
2 0 1 4
2468 0 2
2 0 2 1
22 0 2 3
48 0 2 4
15859 0 3
4 0 3 1
57 0 3 2
218 0 3 4
8594 0 4
7 0 4 1
12 0 4 2
517 0 4 3
1 4
