1162 0
1 0 2
10844 0 3
26 0 3 2
129 0 3 4
29 0 4
1 0 4 3
3833 1
141 1 0
5 1 0 3
1 1 0 4
121 1 2
2 1 2 3
1 1 2 4
80776 1 3
44 1 3 0
60 1 3 2
769 1 3 4
3348 1 4
5 1 4 0
38 1 4 2
1 1 4 2 3
189 1 4 3
