5547
52 0
87943 1
52 1 0
1 1 0 4
46 1 2
623 1 3
3 1 3 4
1174 1 4
1 1 4 2
2 1 4 3
935 3
2 3 0
1 3 2
4 3 4
4236 4
3 4 0
8 4 1
1 4 2
2 4 3
