3
44497 0
42 0 1
1879 0 2
7 0 2 1
20 0 2 3
32 0 2 4
6765 0 3
5 0 3 1
1 0 3 2
297 0 3 4
1051 0 4
2 0 4 3
36051 1
264 1 0
1 1 0 2
5 1 0 3
5 1 0 4
1180 1 2
27 1 2 3
18 1 2 4
5378 1 3
6 1 3 0
2 1 3 2
52 1 3 4
2871 1 4
3 1 4 2
23 1 4 3
2 3
2 4
