32175
6234 0
1 0 1
1 0 2
22 0 3
23 0 4
28567 1
3 1 0
15 1 2
126 1 3
122 1 4
2 1 4 3
7 2
2356 3
28 3 4
30569 4
3 4 0
44 4 1
1 4 2
73 4 3
