11580 1
557 1 0
4 1 0 2
19 1 0 3
74 1 0 4
169 1 2
3 1 2 3
65393 1 3
37 1 3 0
47 1 3 2
462 1 3 4
3601 1 4
13 1 4 0
2 1 4 2
32 1 4 3
2 4
3860 4 0
2 4 0 1
1 4 0 2
14275 4 0 3
32 4 0 3 1
20 4 0 3 2
