32737
30149 0
27 0 1
57 0 2
95 0 3
109 0 4
8494 1
5 1 0
14 1 3
20 1 4
5 2
4173 3
1 3 0
1 3 1
2 3 4
24360 4
18 4 1
5 4 2
454 4 3
