3834 1
20 1 0
581 1 2
13 1 2 3
10 1 2 4
91228 1 3
84 1 3 0
81 1 3 2
1016 1 3 4
1 1 3 4 0
3304 1 4
29 1 4 0
15 1 4 2
2 1 4 2 3
458 1 4 3
