1
1 3
677 4
57077 4 0
46 4 0 1
168 4 0 2
1732 4 0 3
2 4 0 3 1
38570 4 1
51 4 1 0
83 4 1 2
1 4 1 2 0
334 4 1 3
1887 4 3
4 4 3 0
4 4 3 1
4 4 3 2
