14015
28900 0
36 0 1
2 0 1 3
17 0 2
162 0 3
200 0 4
28032 1
10 1 0
5 1 2
78 1 3
105 1 4
3 2
636 3
2 3 1
19 3 4
27814 4
1 4 0
5 4 1
5 4 2
207 4 3
