3688 1
238 1 0
4 1 0 2
6 1 0 3
31 1 0 4
74 1 2
1 1 2 3
64001 1 3
36 1 3 0
48 1 3 2
456 1 3 4
1459 1 4
14 1 4 0
2 1 4 2
16 1 4 3
1961 4 0
1 4 0 1
28176 4 0 3
84 4 0 3 1
61 4 0 3 2
