13797
30822 0
9 0 1
41 0 2
137 0 3
208 0 4
1 0 4 3
12268 1
3 1 0
1 1 2
60 1 3
45 1 4
2 2
2044 3
2 3 2
11 3 4
41005 4
10 4 0
13 4 1
10 4 2
192 4 3
1 4 3 1
1 4 3 2
