33452
16382 0
12 0 1
9 0 2
108 0 3
80 0 4
25662 1
4 1 0
12 1 2
153 1 3
1 1 3 4
121 1 4
2 2
5431 3
29 3 4
20036 4
4 4 1
52 4 3
