89153 0
107 0 1
1264 0 2
2 0 2 1
11 0 2 3
39 0 2 4
6199 0 3
7 0 3 1
12 0 3 2
80 0 3 4
3740 0 4
2 0 4 2
41 0 4 3
4 3
23 4
