12475 1
1631 1 0
86 1 0 3
34 1 0 4
594 1 2
1 1 2 0
169 1 2 4
1 1 2 4 3
77264 1 3
56 1 3 0
1 1 3 0 4
70 1 3 2
855 1 3 4
6919 1 4
4 1 4 0
19 1 4 2
109 1 4 3
