00000   1.0
10000   1.01
01000   0.99
00100   0.99
00010   0.83
00001   0.91
11000   0.97
10100   0.98
10010   0.86
10001   0.95
01100   1.02
01010   0.83
01001   0.92
00110   0.83
00101   0.91
00011   0.82
11100   1.01
11010   0.79
11001   0.93
10110   0.86
10101   0.92
10011   0.78
01110   0.84
01101   0.95
01011   0.60
00111   0.82
11110   0.89
11101   0.94
11011   0.66
10111   0.71
01111   0.72
11111   0.68
